LG10	0	709885	0.310394287109375
LG10	709886	1571808	0.269439697265625
LG10	1571809	2186803	0.940093994140625
LG10	2186804	2374052	0.18255615234375
LG10	2374053	2737040	0.498199462890625
LG10	2737041	3231663	0.50390625
LG10	3231664	3685547	0.884185791015625
LG10	3685548	3966061	0.28497314453125
LG10	3966062	4389536	0.756072998046875
LG10	4389537	5053345	0.9273681640625
LG10	5053346	5372627	0.34490966796875
LG10	5372628	5979261	0.742767333984375
LG10	5979262	6079899	0.76318359375
LG10	6079900	6361351	0.063262939453125
LG10	6361352	6557969	0.56878662109375
LG10	6557970	7137223	0.865753173828125
LG10	7137224	8065173	0.942169189453125
LG10	8065174	8307166	0.087677001953125
LG10	8307167	8732983	0.1961669921875
LG10	8732984	8803988	0.7274169921875
LG10	8803989	9228719	0.58856201171875
LG10	9228720	9743225	0.065643310546875
LG10	9743226	10331791	0.67694091796875
LG10	10331792	11069194	0.543060302734375
LG10	11069195	11454033	0.861663818359375
LG10	11454034	12553444	0.603668212890625
LG10	12553445	12875215	0.438140869140625
LG10	12875216	13146092	0.791961669921875
LG10	13146093	13288189	0.542999267578125
LG10	13288190	13371645	0.199493408203125
LG10	13371646	13910338	0.95965576171875
LG10	13910339	14627336	0.614837646484375
LG10	14627337	15696192	0.96856689453125
LG10	15696193	15880180	0.0703125
LG10	15880181	16297051	0.414642333984375
LG10	16297052	17084882	0.518280029296875
LG10	17084883	18091680	0.041046142578125
LG10	18091681	18564554	0.740814208984375
LG10	18564555	19215736	0.03033447265625
LG10	19215737	19686594	0.91668701171875
LG10	19686595	20684514	0.7286376953125
LG10	20684515	21107240	0.172149658203125
LG10	21107241	21531106	0.8260498046875
LG10	21531107	21841413	0.5435791015625
LG10	21841414	22759145	0.95623779296875
LG10	22759146	23334248	0.713287353515625
LG10	23334249	24272036	0.88427734375
LG10	24272037	24728374	0.2633056640625
LG10	24728375	25890431	0.295440673828125
LG10	25890432	26235171	0.655792236328125
LG10	26235172	26622033	0.811279296875
LG10	26622034	27274964	0.314208984375
LG7	0	559244	0.359649658203125
LG7	559245	1154629	0.6734619140625
LG7	1154630	1507078	0.543365478515625
LG7	1507079	1924123	0.51495361328125
LG7	1924124	2204691	0.310760498046875
LG7	2204692	2773547	0.927734375
LG7	2773548	3483841	0.154998779296875
LG7	3483842	3931934	0.464691162109375
LG7	3931935	4076665	0.3829345703125
LG7	4076666	4600981	0.120819091796875
LG7	4600982	5482863	0.825408935546875
LG7	5482864	5916495	0.268890380859375
LG7	5916496	6531679	0.8306884765625
LG7	6531680	7145734	0.276824951171875
LG7	7145735	7415067	0.619415283203125
LG7	7415068	8104371	0.821533203125
LG7	8104372	8932535	0.206695556640625
LG7	8932536	9767559	0.533050537109375
LG7	9767560	10262890	0.2388916015625
LG7	10262891	10902000	0.17559814453125
LG7	10902001	11710617	0.376220703125
LG7	11710618	12482719	0.722076416015625
LG7	12482720	12707725	0.4014892578125
LG7	12707726	13156203	0.03216552734375
