LG10	0	292075
LG10	0	500033
LG10	0	1214608
LG10	0	1340019
LG10	821983	1701227
LG10	821983	2100001
LG10	821983	2346618
LG10	821983	2347461
LG10	1081331	2452085
LG10	1113268	2475989
LG10	1827209	2909534
LG10	1827209	3030729
LG10	1827209	3411386
LG10	1827209	3427275
LG10	2670032	3795616
LG10	2670032	3878728
LG10	3923506	4017232
LG10	3923506	4021204
LG10	4327137	4685949
LG10	4327137	4783727
LG10	4677086	5349596
LG10	4677086	5353240
LG10	5471663	5475926
LG10	5471663	5654712
LG10	6040189	5996578
LG10	6040189	6073475
LG10	6136680	6274845
LG10	6040189	6265673
LG10	7143491	6401120
LG10	7143491	6411983
LG10	7606466	6706743
LG10	7606466	7032067
LG10	8204890	7191214
LG10	8204890	7193485
LG10	8294586	8087213
LG10	8294586	8151951
LG10	9000599	8562133
LG10	8915887	8428941
LG10	9829379	8786316
LG10	9453834	8785756
LG10	10548303	9102328
LG10	10282387	8964742
LG10	10282387	9250191
LG10	11574820	9720693
LG10	11097576	10272166
LG10	11086251	10125074
LG10	11631673	10713798
LG10	11574820	10446768
LG10	11631673	11146598
LG10	11631673	11334695
LG10	11762819	11629254
LG10	11762819	11969975
LG10	11833715	12652507
LG10	11833715	12654756
LG10	12138590	12989267
LG10	11833715	12879062
LG10	15156759	13265045
LG10	12570307	13235527
LG10	12864536	13294730
LG10	12864536	13307608
LG10	13169184	13517737
LG10	13169184	13747455
LG10	13577571	13943538
LG10	13577571	13971453
LG10	14090830	14908001
LG10	14090830	14997325
LG10	14613602	15760853
LG10	14613602	15778409
LG10	15156759	15929459
LG10	15156759	16044068
LG10	15925061	16520273
LG10	15925061	16593732
LG10	16580338	17945692
LG10	16580338	17966831
LG10	18177873	18143666
LG10	18178552	18440282
LG10	18722615	18774809
LG10	18722615	18813870
LG10	19501564	19637627
LG10	19501564	19659925
LG10	20121506	19902394
LG10	20121506	19908735
LG10	21374527	20964900
LG10	21435684	21054036
LG10	21499784	21120619
LG10	21374527	21119518
LG10	22927441	21771585
LG10	22620527	21717542
LG10	22934236	22180036
LG10	22934236	22181322
LG10	23635266	22985677
LG10	23635266	23075346
LG10	24494850	23824600
LG10	24494850	23827405
LG10	25089197	24313975
LG10	25089197	24613391
LG10	25792720	25331987
LG10	25792720	25381744
LG10	26600660	26007671
LG10	26600660	26108875
LG10	26677898	26390002
LG10	26677898	26425218
LG10	27268621	26636239
LG10	27274964	26670265
LG7	0	5818
LG7	0	29202
LG7	324445	650368
LG7	324445	771185
LG7	712652	1406942
LG7	712652	1416774
LG7	1218123	1762076
LG7	1218123	1817207
LG7	1996758	1985079
LG7	1859493	1957671
LG7	2604453	2597314
LG7	2604453	2613970
LG7	2932317	2955115
LG7	3167874	3178094
LG7	3550781	3612321
LG7	3550781	3752279
LG7	3550781	3953915
LG7	3622405	3981632
LG7	4677110	4228514
LG7	4677110	4302462
LG7	5959336	4736667
LG7	5959336	5382879
LG7	6741048	5780482
LG7	6532671	5725086
LG7	7626521	6005891
LG7	7626521	6011388
LG7	7626521	6770568
LG7	7626521	6986875
LG7	8156096	7283429
LG7	8156096	7398455
LG7	8874902	7765921
LG7	9049261	8056689
LG7	8874902	8287268
LG7	9049261	8535868
LG7	8931312	9374238
LG7	8931312	9437572
LG7	9623793	10051981
LG7	9623793	10080839
LG7	9623793	10646261
LG7	10651660	10784670
LG7	10104649	11024387
LG7	10104649	11072534
LG7	10198838	11817319
LG7	10198838	11841972
LG7	10651660	12494090
LG7	10800891	12596010
LG7	11889100	13104901
LG7	11580381	12741812
LG7	12083289	13220016
LG7	12674744	13251017
LG7	12368076	13505034
LG7	12368076	13770091
LG7	12598675	13869829
LG7	12598675	13885708
LG7	14409109	14147358
LG7	13363464	14127077
LG7	13678679	14295268
LG7	13678679	14331708
LG7	13957141	14496339
LG7	14100048	14601754
LG7	16521936	14950037
LG7	15264154	14912348
LG7	15838173	15607147
LG7	15838173	15744352
LG7	15838173	16018103
LG7	16278517	16020751
LG7	16169286	16389990
LG7	16169286	16486390
LG7	16502449	16881314
LG7	16502449	16897574
LG7	17402794	17076516
LG7	17402794	17188750
LG7	17402794	17270228
LG7	17402794	17412777
LG7	17889292	17706063
LG7	17889292	17759077
LG1	110659	166021
LG1	0	163346
LG1	626116	347486
LG1	622816	341905
LG1	674736	1242153
LG1	674736	1381451
LG1	1123754	2537980
LG1	1123754	2549657
LG1	2161268	2873264
LG1	2161268	3088483
LG1	2617986	3209493
LG1	2617986	3548630
LG1	4215177	3798822
LG1	4215177	3803511
LG1	4216057	4641924
LG1	4215177	4385089
LG1	4903114	4978672
LG1	4903114	5024820
LG1	4903114	5406214
LG1	4903114	5502287
LG1	5409771	6118645
LG1	5409771	6189727
LG1	6100347	6506526
LG1	6100347	6693019
LG1	6507125	6884733
LG1	6287786	6881052
LG1	9487009	7301679
LG1	6800164	7277552
LG1	7235101	8165044
LG1	7235101	8197563
LG1	8140397	8358111
LG1	8176036	8361053
LG1	9032932	8766370
LG1	8877613	8754587
LG1	9529689	9405817
LG1	9662569	9489992
LG1	9940427	9758600
LG1	9940427	9852675
LG1	11710978	9911501
LG1	11710978	9998403
LG1	12557753	10763464
LG1	12315315	10734809
LG1	12557753	11126470
LG1	12557753	11237769
LG1	13887206	11840938
LG1	15192239	11864001
LG1	15440838	12469588
LG1	15440838	12472669
LG1	16471093	13057654
LG1	16323913	13035768
LG1	17203029	14827026
LG1	17202589	14731124
LG1	17373968	15023975
LG1	17507947	15247442
LG1	17507947	15820046
LG1	17507947	15840668
LG1	17585387	16730808
LG1	17585387	16738593
LG1	17870505	17045499
LG1	17964665	17211420
LG1	18250003	17861601
LG1	18250003	17869410
LG1	18847740	19082291
LG1	18884480	19395228
LG1	19554156	19608816
LG1	19554156	19649633
LG1	20040794	20654464
LG1	19771515	20604395
LG1	20226913	21063411
LG1	20116693	21050136
LG1	21007689	21219892
LG1	21063128	21359541
LG1	21063128	21888964
LG1	21007689	21733256
LG1	21063128	22107333
LG1	21063128	22188125
LG1	21438886	22573147
LG1	21438886	22871391
LG1	22197882	23483196
LG1	21814644	23437558
LG1	22063903	23674797
LG1	22063903	23932191
LG1	23332856	24406323
LG1	23332856	24471645
LG1	23858874	24745233
LG1	23647455	24689003
LG1	26564199	24913561
LG1	23933893	24832735
LG1	24962168	25091610
LG1	24962168	25122863
LG1	25414705	25555815
LG1	25414705	25752155
LG1	25491485	25983977
LG1	25491485	26004220
LG1	25956783	26185504
LG1	26172601	26268174
LG1	26682999	26568651
LG1	26682999	26723125
LG1	26766158	26819474
LG1	26766158	26819749
LG1	27683333	27259715
LG1	27683333	27272242
LG1	28047872	27621894
LG1	28047872	27623121
LG13	4751	517647
LG13	0	44876
LG13	1361078	1002739
LG13	1361078	1187460
LG13	1820763	1936665
LG13	1820763	1941128
LG13	2279414	2371261
LG13	3682226	2871726
LG13	3016148	3371706
LG13	3016148	3451769
LG13	3332039	4518652
LG13	3048171	4140008
LG13	4562547	4722765
LG13	4562547	4807145
LG13	6302323	6643423
LG13	6302323	6902525
LG13	6702300	7918724
LG13	6702300	8452629
LG13	7990862	9735521
LG13	7990862	9836758
LG13	8339602	10056773
LG13	9145341	10207278
LG13	8339602	10756397
LG13	9145341	10773070
LG13	9145341	10913566
LG13	8339602	10875343
LG13	9145341	11357360
LG13	9145341	11633065
LG13	9780222	11857683
LG13	9780222	11888900
LG13	10938420	12674965
LG13	10938420	12700942
LG13	11693128	13235788
LG13	11693128	13272520
LG13	12668486	13754775
LG13	12668486	13763278
LG13	13244072	14063837
LG13	13073421	13988414
LG13	13385180	14149045
LG13	13518643	14154897
LG13	14340497	14716455
LG13	14340497	14756081
LG13	15119584	15353918
LG13	15119584	15384095
LG13	16287079	16468566
LG13	16287079	16681415
LG13	18392330	16897045
LG13	17031251	16893532
LG13	17862402	17033777
LG13	17862402	17181054
LG13	17862402	18243870
LG13	17862402	18247535
LG13	17862402	18711415
LG13	17862402	18802738
LG13	19054482	19073444
LG13	19054482	19074083
LG13	19749690	19543457
LG13	19749690	19597078
LG13	20436221	19956507
LG13	20436221	19962764
LG13	21243819	20078156
LG13	21244439	20698828
LG13	21720444	20867899
LG13	21720444	21042040
LG13	22989999	21303890
LG13	21887377	21284917
LG13	22139428	21763205
LG13	22139428	21848238
LG13	22612955	22280443
LG13	22612955	22395212
LG13	23674671	22740763
LG13	23674671	22799117
LG13	24169270	23303308
LG13	24006056	23239007
LG13	24444048	23657833
LG13	24444048	23817718
LG13	25001454	23993954
LG13	25001454	24132801
LG13	25372094	24854865
LG13	25372094	24866033
LG13	25445230	25187888
LG13	25554521	25407498
LG13	25885494	25855812
LG13	25885494	26036618
LG13	26300346	26607952
LG13	26654458	26638504
LG13	26786062	26944748
LG13	26522854	26897997
LG13	26654458	27443167
LG13	26654458	27474400
LG13	28936971	27947812
LG13	27050716	27661580
LG13	27155255	28325588
LG13	27155255	28755977
LG13	27694481	29557172
LG13	27694481	29657167
LG13	28001694	30093726
LG13	28001694	30460750
LG13	28387623	30737021
LG13	28387623	30766051
LG13	28539680	30904334
LG13	28539680	31129667
LG13	28539680	31784030
LG13	28539680	32001359
LG13	29667094	32702626
LG13	29667094	32753611
LG13	30374285	33198586
LG13	30259416	33079836
LG13	30573034	34075697
LG13	30573034	34082653
LG13	31492196	34327318
LG13	31492196	34352930
LG13	31492196	34961667
LG13	31926262	34987191
LG13	31709126	35017465
LG13	31709126	35053353
LG13	33585877	36029072
LG13	33474727	35694166
LG13	34074279	36321045
LG13	34074279	36370333
LG13	34270135	36820602
LG13	34270135	37014044
LG13	35078973	37711410
LG13	35078973	37724632
LG13	35657659	38284182
LG13	35657659	38778408
LG13	36624132	39434574
LG13	36624132	39614635
LG13	37647420	40404944
LG13	37379874	40381908
LG13	39122336	40591462
LG13	38175696	40569617
LG13	38795495	41130093
LG13	38715128	41106018
LG13	41009624	41426916
LG13	41407948	41489621
LG13	41224281	42875658
LG13	41253205	42892146
LG13	41793463	42937019
LG13	41793463	43141217
LG13	41884367	43490117
LG13	41793463	43442553
LG13	42229595	43680508
LG13	42157698	43640292
LG13	43145864	44544729
LG13	43145864	44689678
LG13	43335110	44884504
LG13	44089818	44910109
LG13	44202209	45291147
LG13	44089818	45124365
LG13	44447649	45548062
LG13	44447649	45703577
LG13	45014145	45886810
LG13	45014145	46182329
LG13	46003758	46258602
LG13	46003758	46259281
LG13	47041921	46595337
LG13	47106174	46637760
LG13	47106174	46781890
LG13	47106174	46784407
LG13	47210094	46980141
LG13	47210094	47074836
LG4	62074	237440
LG4	0	137633
LG4	364925	431782
LG4	1603904	444744
LG4	659963	517304
LG4	377606	517024
LG4	845743	745629
LG4	439533	739444
LG4	753295	913164
LG4	1012651	1303895
LG4	1437144	1730978
LG4	1437144	1731261
LG4	2123353	1910393
LG4	2123353	1961802
LG4	2579989	2343099
LG4	2123353	2281918
LG4	2236590	2656527
LG4	3353338	2661676
LG4	2579989	3139444
LG4	4060778	3183174
LG4	2826370	3283875
LG4	2886969	3305370
LG4	2966590	4442507
LG4	2966590	4481016
LG4	3915397	4827924
LG4	3915397	4851912
LG4	3915397	5155272
LG4	4881161	5227940
LG4	4382503	5271240
LG4	4382503	5274712
LG4	4583470	5391058
LG4	4583470	5394296
LG4	4987616	6196948
LG4	4987616	6207545
LG4	5220579	6400295
LG4	5220579	6424270
LG4	5463273	6803811
LG4	5463273	6806113
LG4	5564420	6964124
LG4	5564420	6967598
LG4	6301202	7497002
LG4	6159803	7307754
LG4	6431838	7675036
LG4	6431838	7772710
LG4	6431838	7907903
LG4	6637229	7909436
LG4	7130874	8216947
LG4	6523549	8141642
LG4	7038132	8666204
LG4	7038132	8733052
LG4	7512167	9169284
LG4	7512167	9177974
LG4	7762233	9485378
LG4	7762233	9490347
LG4	8297753	9717656
LG4	8297753	9718761
LG4	8654717	10383201
LG4	8654717	10384531
LG4	8654717	10645936
LG4	8683026	10686311
LG4	8654717	11074795
LG4	8907732	11079471
LG4	9225623	11687452
LG4	9225623	11962905
LG4	9951494	12427152
LG4	9855802	12328176
LG4	10176937	12626808
LG4	9866566	12508342
LG4	10251397	13084620
LG4	10251397	13088025
LG4	10589341	13345218
LG4	10363603	13308688
LG4	10852087	13775427
LG4	10815079	13742804
LG4	10852087	14290948
LG4	10815079	14215342
LG4	11145650	14663272
LG4	11689869	14712710
LG4	11439360	15260574
LG4	11439360	15332572
LG4	11842769	15474977
LG4	11842769	15572503
LG4	12305599	15851632
LG4	12305599	15951901
LG4	12403502	16101255
LG4	12403502	16107593
LG4	12735990	16534112
LG4	12798949	16582858
LG4	13759552	16968665
LG4	13759552	16975964
LG4	14059897	17277875
LG4	14174167	17278144
LG4	14276346	17318160
LG4	14276346	17422046
LG4	14314829	17523018
LG4	14314829	17564881
LG4	14482917	17826754
LG4	14482917	17897500
LG4	14981575	18035188
LG4	14964029	18007882
LG4	16705647	18176188
LG4	16385987	18153531
LG4	16561594	18436415
LG4	16487134	18369380
LG4	16849701	18537052
LG4	16849701	18610092
LG4	17036366	18802235
LG4	17036366	18842820
LG4	17552276	18957189
LG4	17552276	18992491
LG4	17733338	19493710
LG4	17733338	19497599
LG4	18155325	20106093
LG4	17733338	19948903
LG4	18315598	20192496
LG4	18240843	20172591
LG4	19933952	20321552
LG4	19265142	20319880
LG4	19675187	20369717
LG4	19698335	20537446
LG4	20249927	20668714
LG4	20249927	20691278
LG4	21315510	20816932
LG4	20372306	20770171
LG4	20746963	21019515
LG4	20807858	21028048
LG4	20930237	21221100
LG4	20930237	21233063
LG4	21618805	21461966
LG4	21618805	21467800
LG6	0	449486
LG6	0	674561
LG6	184893	1521715
LG6	544256	1525890
LG6	6691692	1634436
LG6	8001858	1651056
LG6	8001858	1850429
LG6	8001858	1850735
LG6	8001858	2077621
LG6	8387967	2144558
LG6	8592063	2488454
LG6	10386683	2510932
LG6	8848418	2684941
LG6	8848418	2685626
LG6	9104910	2999402
LG6	9104910	3071897
LG6	9366614	3428076
LG6	9453025	3452374
LG6	9642994	3550277
LG6	9642994	3793016
LG6	10056947	4195928
LG6	10121275	4365756
LG6	11031478	4484670
LG6	11031478	4487273
LG6	11204439	5263426
LG6	11088949	5230091
LG6	11588491	5508966
LG6	11740191	5527400
LG6	11663655	5978887
LG6	11663655	5986133
LG6	11726475	6448652
LG6	11726475	6448916
LG6	12457820	6835753
LG6	12457820	6884580
LG6	12611578	7092780
LG6	12611578	7098189
LG6	12922248	7655511
LG6	12922248	7689427
LG6	13295739	8160657
LG6	13417812	8175873
LG6	13949175	8725091
LG6	13949175	8841821
LG6	14322803	9139646
LG6	14248050	8991752
LG6	14550628	9730126
LG6	14607962	9758544
LG6	15085558	10137127
LG6	15085558	10152836
LG6	15924574	10327044
LG6	16746171	10443299
LG6	16441672	10602752
LG6	16515328	10617107
LG6	16861798	11015358
LG6	16861798	11022515
LG6	17316350	11722123
LG6	17316350	11753826
LG6	17629078	12651310
LG6	17629078	12733948
LG6	18732267	12982117
LG6	18427358	12955431
LG6	18732267	13416936
LG6	18542710	13383567
LG6	20426759	13458221
LG6	18746121	13442670
LG6	18987525	13601383
LG6	18987525	13636697
LG6	19246623	14012293
LG6	19246623	14072949
